id,product_name,description,category,price
b3dc5ca7-ae85-4ce3-ba48-d08eae24060f,Feta Cheese Crumbles,"Crumbled feta cheese, perfect for salads and Mediterranean dishes.",Food - Dairy,2.49
2525298c-bcda-4b60-8acd-6ccf240179f5,Cranberry Almond Biscotti,Crispy and delicious biscotti flavored with cranberry and almond.,Food - Bakery,4.19
f79f743b-09a3-4d79-9bc5-6cbe810a33c1,Overnight Duffle Bag,Spacious duffle bag for weekend getaways.,Travel,34.99
0fa9ab9e-32fa-46e5-bd70-d8d854d24bf8,Set of Gardening Gloves with Claws,Multi-functional gloves for planting and digging without tools.,Garden,15.99
d0930e8d-e6e5-4f92-9e4e-32429ec54ab5,Noise-Canceling Headphones,High-quality headphones that block out external noise for immersive listening.,Audio,119.99
0081f7c0-4a24-4687-8e61-e5b8aba29ef2,Barbecue Chicken Pizza,"Pizza topped with barbecue chicken, cheese, and red onions.",Food - Frozen Foods,8.99
cdac5b6c-d82a-4d9b-ad38-920065b5890f,Pear and Gorgonzola Salad,"Fresh salad with pears, gorgonzola cheese, and nuts, perfect for lunch.",Food - Salads,5.49
7c927722-6f60-46b6-a3a3-2552c4c56490,Smartphone UV Sanitizer,UV light sanitizer for phones and small items.,Health,39.99
c257b1ed-9c3d-4b90-b6e6-f711e1c009e9,Chocolate Hazelnut Granola,Crunchy granola with chocolate and hazelnuts for breakfast.,Food - Cereal,4.49
637a968f-f744-451b-8b19-36b7e8597a21,Bird Feeder,Hanging bird feeder for backyard birds.,Outdoor,24.99
a0529658-8313-4abd-ab3e-8b611184f171,BBQ Jackfruit,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",Food - Prepared Foods,4.29
eba93a7f-d876-4457-ba18-35d533a96408,Frozen Chicken Nuggets,Crispy chicken nuggets for quick meals.,Food - Frozen Foods,4.49
bfd3b980-f778-4cc9-8159-b6c628182fcf,Eco-Friendly Stainless Steel Straws,Reusable straws that come with a cleaning brush.,Kitchen,12.99
8feba443-ef48-4715-aa84-997a762303a0,Pumpkin Spice Pancake Mix,Pancake mix infused with seasonal pumpkin spice flavor.,Food - Breakfast,3.49
c0229b97-8d20-4eba-b00b-6f50681a7140,Lemon Herb Grilled Chicken,Tender grilled chicken marinated in lemon herbs.,Food - Meat,9.99
380d8558-1d25-4562-83a5-137943e324ac,Home Brewing Starter Kit,All-in-one kit for brewing beer at home.,Food,79.99
c781ca18-985d-4577-9baa-a1ce3e2d2f70,Peanut Butter Protein Balls,No-bake energy bites made with peanut butter and oats.,Food - Snacks,5.29
356cb072-b540-4c95-b1b7-02f93b0a422d,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",Food - Frozen Foods,4.29
425d511c-6260-49d0-bb79-ec301201ee6c,Automatic Pet Feeder,Programmable pet feeder for scheduled meals.,Pets,69.99
7c72b90f-24eb-4429-a9da-f4d397dfbfac,Garden Kneeler and Seat,Convertible kneeler and seat for gardening comfort.,Garden,39.99
7f369ef4-5ed8-4c14-89ec-e84ef6c95083,Smart Fitness Scale,Bluetooth scale that tracks body composition through an app.,Fitness,49.99
8460eb65-068f-4fe9-ba42-f2210221a2ae,Cranberry Pecan Granola,Crunchy granola with cranberries and pecans.,Food - Breakfast Foods,3.99
357fa2b6-1a64-4cc1-b584-d0c3f8da50d8,Portable Bluetooth Keyboard,Compact keyboard for tablets and smartphones.,Electronics,39.99
7457dc2a-71d4-49dc-ae87-cf0766141b57,Car Sunshade,Windshield sunshade for car interior protection.,Automotive,19.99
d5a89c03-4657-446e-9c8c-c06fe76bb275,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,Kitchen,34.99
d125177c-4421-41ac-9b06-c2bf8bd73cc7,Steak Seasoning Rub,A blend of spices perfect for seasoning steak.,Food - Spices,2.49
a52aebb0-a814-421f-aac8-b4acf99be0cd,Jump Rope with Counter,Durable jump rope with built-in counter for workouts.,Fitness,12.99
0ccf1c89-159f-4c32-93da-d4ea657098ea,Pasta Portion Control Measure,Tool for measuring perfect pasta portions every time.,Kitchen,9.99
b90d28b4-553a-430f-94b0-d219dcac3d2a,Vegetarian Stir Fry Sauce,Flavorful sauce perfect for stir-frying vegetables and tofu.,Food - Condiments,2.49
75341e07-0924-4599-ae33-28ffd8a1ab7e,Jasmine Rice,"Fragrant jasmine rice, perfect as a side dish.",Food - Grains,2.39
ae68db6e-1c02-4736-89d4-41d71698a3ad,Hummus,"Creamy chickpea dip, perfect for veggies or pita.",Food - Snacks,4.29
11feec96-62be-4321-9dce-4472d9e83765,Sweet Potatoes,"Sweet and nutritious potatoes, great for roasting.",Food - Produce,0.89
8cb2f031-05aa-482c-93be-1b9e8080ccd4,Kale Caesar Salad Kit,Fresh kale with Caesar dressing and croutons.,Food - Salads,5.99
20ec701a-af97-4fe4-a374-568fd44ca07c,Coconut Curry Sauce,A flavorful sauce made with coconut milk and spices.,Food - Sauces,3.89
04194f51-8366-434d-9864-ce4390d11791,Magnetic Chess Set,Portable chess set with magnetic pieces for travel.,Toys,19.99
b9c913ef-434e-4f74-bba1-16cf672f0789,Lemon Pepper Seasoning,A zesty seasoning for meats and vegetables,Food - Seasonings,3.29
9e054d80-bc86-418c-87ad-ffed2c653c6f,Foldable Yoga Mat,Compact yoga mat that folds for easy storage and transport.,Fitness,29.99
2cf735e7-8c00-400f-aa52-4ae884da5714,Pretzel Bites,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",Food - Snacks,4.99
be0909bc-d352-4336-9167-c82a2403587a,Vegetable Stir-Fry Sauce,Savory sauce for vegetable and meat stir-fries.,Food - Sauces,3.49
3afec8f0-e766-47ac-83dd-7f4c17a27e8c,Wireless Smart Plug,Control home appliances remotely using your smartphone app.,Smart Home,19.99
a19a159d-9cfa-458d-8742-af3248e7cc8f,Mini Indoor Herb Garden Kit,All-in-one kit for growing herbs in your kitchen.,Garden,24.99
873b126f-7a5c-4b58-ae47-882e36946a4c,Pretzel Bites,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce.",Food - Snacks,4.99
9905ab04-b5f6-4fcb-ae98-7d4fa61c0447,Automatic Pet Feeder,Programmable pet feeder for scheduled meals.,Pets,69.99
df1579f7-e338-446a-9603-a2f8857af8ee,Mediterranean Couscous,"Flavored couscous with herbs and spices, perfect as a side dish or a base for salads.",Food - Grains,3.59
50695089-2be8-4859-93da-864cfdc78893,Greek Yogurt,Creamy Greek yogurt packed with protein and probiotics.,Food - Dairy,1.99
c2f4462f-ee68-4214-b4b3-aa094f32bce9,Heart-Shaped Baking Molds,Love-themed molds for creating desserts and treats.,Kitchen,10.99
50ca2650-cbc4-48a1-a7aa-c5d6b09f3125,Sweet Chili Sauce,"A sweet and spicy sauce, great for dipping or cooking.",Food - Condiments,2.99
f63539f3-c376-4b62-b5bf-4f7219bf4545,Sweet Potatoes,"Sweet and nutritious potatoes, great for roasting.",Food - Produce,0.89
0c0aa463-7c3f-484a-b9f3-ae5607a419f8,Frozen Edamame,"Lightly salted frozen edamame, a protein-packed snack.",Food - Frozen Foods,3.29
effa3f1b-3a42-4462-bc91-381bc77270a5,Garden Vegetable Soup,"A hearty soup filled with vegetables and herbs, perfect for a light meal.",Food - Canned Goods,3.29
eba5d1f7-de72-4d08-93fa-d21ee1fece31,Compressible Packing Cubes,Organizational cubes for easy packing and travel.,Travel,29.99
361039a5-4f8d-4464-bffa-d42c9af89ec6,Action Camera,Compact action camera for capturing adventures.,Electronics,199.99
24eddbde-0319-4a96-9eb5-e645a77555c1,Maple Cinnamon Almonds,Roasted almonds coated in a sweet maple and cinnamon mixture.,Food - Nuts,4.29
d974e8c4-a6fc-4858-9ed4-50b9edc20975,Garam Masala Spice Blend,A fragrant Indian spice blend for curries and stews.,Food - Spices,2.79
6b0dd7fc-1759-4498-b606-e6c3d019a67f,Ramen Noodle Soup Cups,Instant ramen cups with flavor-packed broth.,Food - Prepared Meals,1.29
c2468da9-65ea-4388-9f94-cb50674f4ade,Electric Wine Opener,Rechargeable electric wine opener for effortless uncorking.,Kitchen,29.99
9c4d36e9-190b-4fad-82a2-d6f89e08bc01,Silicone Ice Cube Tray,Flexible tray for easy-release ice cubes.,Kitchen,10.99
c91c26bc-105d-4e37-aee0-fa901702fc6b,Organic Tomato Ketchup,"Classic ketchup made from organic tomatoes, no added sugar.",Food - Condiments,3.49
8b31738e-bc5d-4626-9dbd-81da334915d4,Chicken Salad Kit,All-in-one kit for making delicious chicken salad.,Food - Prepared Foods,5.99
a6cf797d-70b8-4ead-af62-d21651e7804f,Spiralizer,Vegetable spiralizer for healthy meals.,Kitchen,22.99
d0fbaa8c-4f08-46d4-98b1-2719df171716,Board Game Storage,Organize your board games with this storage bin.,Toys,19.99
27b3ee07-f6b5-4479-b243-d57d8863db93,Sustainable Wooden Toys,Eco-friendly toys for learning and imaginative play.,Toys,29.99
6e42e745-ea7b-4968-8e7b-73e39926822f,Savory Oats,"Instant oats with a savory twist, such as herbs and spices.",Food - Breakfast,2.49
a9ef693d-62e3-423e-9f3a-b67936b594b8,Portable Phone Mug Holder,Convenient holder for drinks and phones while driving.,Automotive,14.99
c727aa6b-deb5-4835-8412-388ac52c28a8,Puzzle Game Set,Challenging puzzle game set for family entertainment.,Toys,34.99
fc843b25-6f00-4bb2-94e4-50edae7a6ffc,Natural Peanut Butter,Creamy peanut butter with no added sugar or oils.,Food - Spreads,4.29
09a834d7-70be-4c68-8730-d8d761a3c93c,Coconut Milk Yogurt,Creamy yogurt made with coconut milk,Food - Dairy Alternatives,2.99
fa7f8f9e-fbe3-4c5f-9418-2f47562bd800,Dog Training Collar,Rechargeable training collar for effective behavior training.,Pets,39.99
2fbf21b4-8c73-4855-80e3-9bc7ce8cc71f,Coconut Macaroons,"Chewy cookies made with coconut, perfect for sweet cravings.",Food - Confectionery,4.99
4120a53c-f108-4787-9b8d-311fb26fd32a,Fridge Magnet Set,Fun fridge magnets to decorate your kitchen.,Home,15.99
55c2f6fe-e0b2-434b-ad76-cc677e9fcbc7,Electric Griddle with Lid,"Non-stick griddle for pancakes, burgers, and more.",Kitchen,49.99
6d8521a2-346e-4a01-8d73-ff20133daf5f,Pita Bread,"Soft pita bread, perfect for sandwiches or dips.",Food - Bakery,2.99
af3f1085-0621-441a-bc4a-fc82a7513002,Vegan Tacos,Frozen vegan tacos filled with plant-based protein and spices.,Food - Frozen Foods,7.49
8fa0855c-0b10-46ac-881b-55fbb8d6deb7,Pet Training Clicker,Simple tool to train your pet with positive reinforcement.,Pets,5.99
57715efc-6c55-461d-aaba-71b45b472372,Ice Cube Tray with Lid,Silicone tray for making ice cubes with a lid to prevent spills.,Kitchen,10.99
47e6ba96-0232-4a4b-a01f-e147b46cab3a,Brownie Bites,"Fudgy brownie bites, perfect for sharing or snacking.",Food - Baked Goods,4.99
3ff29eff-73d1-4821-96c1-0d5efcaaed84,Coconut Chia Pudding,Creamy chia pudding made with coconut milk and topped with mango.,Food - Dairy,3.49
951f74d4-cd6f-4cb3-a713-39ebe2eba14b,Zesty Garlic Hummus,Creamy chickpea dip infused with zesty garlic flavor.,Food - Snacks,3.99
7dfb1feb-58a9-42cc-b781-6f5136f6a80f,Honey Sesame Chicken,A delicious chicken dish featuring honey and sesame flavors.,Food - Frozen Food,8.99
919859a8-7f95-4296-bccb-59d3f27bab8c,Chili Lime Corn Chips,Crunchy corn chips flavored with chili and lime for a zesty kick.,Food - Snacks,2.79
13680530-7346-4b26-a8a4-5236619804fa,Salt and Pepper Grinder Set,Adjustable grinders for fresh spices at the table.,Kitchen,19.99
43fe5a91-ca9c-4066-9f96-994431c467c5,Leather Notebook Cover,Elegant cover that protects your notebook with style.,Office,29.99
325186c6-2656-4cd8-a6cf-075fbea7bc8d,Plant Growing Kit,Complete kit for growing herbs indoors.,Garden,22.99
6b44ad76-e268-4a80-bb25-56ebb3042296,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,Food - Breakfast,3.99
255b633a-8e80-4e97-94ce-a7d72823179c,Sliced Ham,"Delicious and fully cooked sliced ham, ready to eat.",Food - Meat,5.49
6f507893-f161-4f3e-9c1e-4debbcbf132e,White Rice,"Plain white rice, a staple for any meal.",Food - Grains,1.49
7b8d4c5a-ade6-4d71-9546-9465c543ee8f,Fitness Tracker,"Track steps, heart rate, and sleep patterns.",Fitness,49.99
501e16dd-ed8c-4869-b73c-d4a5991b723e,Sweet Potato Chips,"Deliciously crunchy sweet potato chips, seasoned to perfection.",Food - Snacks,2.99
f3e8a368-9050-4fcd-a087-1f66cb074282,Ceramic Bakeware Set,Durable ceramic bakeware for casseroles and desserts.,Kitchen,49.99
ab34bccb-2196-4368-9422-729bc6d62f0e,Organic Lentil Soup,A hearty soup made with organic lentils and vegetables.,Food - Soups,4.99
216b338e-8420-4b57-8c72-cf2458016ef4,Whipped Cream Cheese,"Light and fluffy cream cheese, perfect for bagels or cooking.",Food - Dairy,2.99
83bd7cce-c1e6-447f-aa8f-487537a56be5,Garlic Breadsticks,"Ready-to-bake garlic breadsticks, perfect with pasta dishes.",Food - Sides,3.49
7398a565-1ac4-476d-93db-1ecc453a3af8,Vegetable Lasagna,"Layers of pasta, veggies, and cheese baked to perfection.",Food - Frozen Foods,6.99
b47ac51d-6b4d-4f14-8445-966036d22e0b,Vegetable Spiralizer,Create spiraled vegetable noodles easily for healthy meals.,Kitchen,19.99
d09a083a-b63d-42f9-b178-1026a487f3c6,Herb Seasoned Croutons,Crunchy croutons with a blend of herbs for salads.,Food - Salad Toppings,2.99
f819e164-b7d9-478b-ac61-3adaa7b8929e,Plant Watering Spikes,Automatic watering devices for potted plants.,Garden,12.99
fc1df8f8-d3a8-4945-a00c-f39473505576,Air Fryer Oven,"Versatile air fryer that also roasts, bakes, and broils.",Kitchen,149.99
7126a8d7-a3e5-41cd-bc6a-e1fe80156bc5,Frozen Cauliflower Rice,Convenient and low-carb alternative to traditional rice.,Food - Frozen Foods,2.99
9368e45c-c6be-434a-a240-fc1085c33bcd,Foldable Picnic Table,Lightweight and portable picnic table for outdoor use.,Outdoor,49.99
c73e4191-f1a9-4277-af2e-f73a4e3bc578,Honey Sesame Cashews,Roasted cashews coated in honey and sesame seeds for a sweet treat.,Food - Snacks,4.49
758025a0-147a-406b-baf7-8dd41e2d76ee,Outdoor Folding Table,Lightweight and portable folding table for camping or picnics.,Outdoor,39.99
48741a16-800e-4b2a-a362-aec01c926dfa,Smartphone Tripod with Bluetooth Remote,Tripod with wireless remote for effortless photo-taking.,Photography,29.99
77764cf0-9e0e-470a-962c-25a3cacc5262,Electric Rice Cooker with Steamer,Cook rice and steam vegetables simultaneously for healthy meals.,Kitchen,49.99
005a7247-13c2-49b0-9e70-9d0e1afe090e,Coconut Curry Lentil Soup,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",Food - Canned Goods,3.99
c8d64fa9-8676-4f73-a7d9-08e9f978afbb,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,Home,109.99
67d526a7-fd29-4e86-bf02-a175c4b3f0f9,Camping Chair with Cooler,Foldable chair equipped with a cooler pouch.,Outdoor,49.99
3b02fb01-01bc-4590-a809-aa9659e0c8f9,Rechargeable Laptop Battery Pack,Portable battery pack to charge laptops while on the move.,Electronics,49.99
2dc747dc-9a24-4c8f-b521-0cdbba06c25b,Lemon Zest Olive Oil,High-quality olive oil infused with fresh lemon zest.,Food - Oils & Vinegars,8.99
353c190a-9d07-467d-9229-01bdcf4be1a2,Emergency Preparedness Kit,Complete kit for emergency situations including food and water.,Safety,99.99
3bd7634e-c173-4e7a-b0c4-49c91e23936d,Apple Cinnamon Instant Oatmeal,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast.",Food - Cereal,3.49
e01d8b42-97f4-48a9-8bfb-0bfcd1f10c5c,Slim Wallet,RFID-blocking slim wallet for cards and cash.,Accessories,24.99
76bfd3d3-e54a-4d01-956e-c02dfdc75bd3,Adjustable Kneeling Pad,Comfortable kneeling pad for gardening or home projects.,Garden,18.99
d5215ecd-b592-4d8d-afc9-a834d30aa8ea,Nordic Berry Smoothie,Frozen smoothie blend with berries for a quick and healthy breakfast.,Food - Frozen Foods,3.99
580dd898-9304-45b0-b217-0fe5ccf519d4,Essential Oils Diffuser Necklace,Wearable diffuser for scenting your space and body.,Health,19.99
33f8ef23-7e1e-4361-8305-7765ab9b1178,Coffee Making Kit,Complete set to brew coffee with different methods.,Kitchen,44.99
676cfccc-78c3-4c3c-b7b7-d6f70230dc76,Honey BBQ Riblets,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking.",Food - Meat,12.99
11fd668e-e10a-49e9-8319-0a189f6827c2,Black Bean & Corn Salad,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",Food - Salads,3.99
47d21e27-c5ca-4d39-8161-bb9e514eef48,Vegetable and Cheese Quesadillas,Flour tortilla filled with cheese and a medley of vegetables.,Food - Frozen,6.99
764e6fe9-5712-4e98-86ed-4e43c03ed0eb,Peanut Butter Banana Smoothie,Smooth and creamy smoothie made with peanut butter and banana.,Food - Beverages,3.99
1cdfdecb-6156-4727-997f-40cccd3be48e,Pet Food Storage Container,Airtight container to keep pet food fresh.,Pets,24.99
ae899aab-eb13-4187-8f4e-387f56a1290e,Fleece Lined Leggings,Comfortable and warm leggings perfect for colder weather.,Clothing,29.99
21c543b3-3290-4e0d-bff2-038cd2d9125a,Fruit and Nut Medley,A healthy mix of assorted dried fruits and nuts for snacking.,Food - Snacks,5.99
54c5e5bb-10f6-4f94-9248-904fb97c51b7,Silicone Ice Cube Tray,Flexible tray for easy-release ice cubes.,Kitchen,10.99
941307a9-71ab-4d9d-9669-2b178ffc84f6,Electric Can Opener,Automatic can opener for easy meal prep.,Kitchen,29.99
5bbac8e2-9bf2-4759-85fc-3e0f354378dc,Wild Rice Pilaf,"A mix of wild rice with herbs and spices, ready to serve.",Food - Grains,3.79
136ebc4d-bab2-4a04-b658-cdc720dd4841,Smartphone Tripod with Remote,Adjustable tripod with remote shutter for smartphones.,Photography,29.99
1a2f2c4c-4599-4c54-8793-f488161e0e3b,Vegetable Spiralizer,Create spiraled vegetable noodles easily for healthy meals.,Kitchen,19.99
1e31faa1-2a9a-42e2-865d-4196eea5dc13,Curried Lentil Salad,"A hearty salad with lentils, veggies, and curry dressing.",Food - Salads,4.29
373bf180-cc61-4d07-9e7d-b8c1022b502a,Karaoke Microphone,Wireless microphone for singing and performances.,Music,39.99
e7e322fd-d816-4c5d-80df-c86b563b60ee,Carrot and Celery Sticks,Fresh pre-cut carrot and celery sticks for easy snacking.,Food - Produce,2.99
63d9780d-8590-4522-8f15-46834fb55acb,Organic Honeycrisp Apples,"Sweet and crisp apples, perfect for snacking.",Food - Fruits,1.99
6f4f5c40-b377-4ff4-9786-31d3a66688de,Mixed Nuts,"A blend of assorted nuts, perfect for snacking or adding to recipes.",Food - Snacks,5.99
6a3c0476-7006-4cd0-b8d3-90642ae8326d,Beef Sirloin Steak,"Juicy and tender beef sirloin steak, grass-fed.",Food - Meat,15.99
b811587a-21a2-4f31-bd68-fb7762a545c5,Herbed Chicken Breast,"Marinated chicken breast seasoned with herbs, ready for grilling.",Food - Meat,7.99
8d1b185d-4858-434b-b260-aedf0c11673d,Coconut Almond Granola,"Crunchy granola made with oats, almonds, and coconut flakes.",Food - Breakfast,4.99
59dacf7a-c9aa-4a15-8f57-3bdfb1b8d204,Electric Stool Heater,Heated stool cover for extra comfort during winter.,Home,29.99
c33f3e0d-cd29-4928-ad35-e618d78e2bf6,Himalayan Salt Grinder,"Natural pink salt, perfect for seasoning.",Food - Spices,4.99
9c95968d-987b-4d45-a933-00947b2c2f6a,Maple Syrup,Pure maple syrup for pancakes and more.,Food - Condiments,6.99
447b2dfe-ab8c-4f94-9d8f-63457c55e91e,Electric Opener for Jars and Bottles,Easily opens jar lids and bottle caps with one touch.,Kitchen,24.99
7a76466e-4101-4f47-89d5-7677d2118f40,Sliced Olives,"Pitted black olives, perfect for salads and pizzas.",Food - Condiments,1.99
700bea71-a4ca-4733-bdb8-ee9a2a32c506,Cajun Seasoning,Spicy seasoning mix for all your favorite dishes.,Food - Spices,1.99
f9796017-083e-49fe-adb8-8344a72fbf03,Adjustable Laptop Desk,Portable desk that can be adjusted for sitting or standing.,Office,59.99
5676623b-9a52-41ad-b6f0-23f97237055d,Garden Tool Set with Carrying Bag,Complete set for garden care with a handy carrying bag.,Garden,39.99
83b90c98-bb03-4d0a-9bed-9f058e6aa621,Phone Screen Protector,Tempered glass screen protector for smartphones.,Accessories,12.99
489ae87b-b889-4c16-9c8f-648184e83dd3,Sriracha Hot Chili Sauce,Spicy and tangy chili sauce for adding heat to any dish.,Food - Condiments,2.99
1d3c08f7-342f-4d7e-88d2-d38b5d86f8cc,Coffee Making Kit,Complete set to brew coffee with different methods.,Kitchen,44.99
897bde8a-1333-4b65-925c-f7fa325451cf,Pineapple Teriyaki Chicken Mix,A perfect blend of pineapple and teriyaki for stir-fry.,Food - Meat,6.99
a139413b-7db2-40a1-b577-e8f6bbf604ed,Personal Blender with Travel Lid,Blender designed for smoothies and shakes on the go.,Kitchen,34.99
d172e9a7-bb6d-42b6-ad0e-2311fe114ca8,Portable Speakers,Bluetooth speakers with excellent sound quality.,Audio,69.99
b1177060-880f-400f-97ac-68acb85fc161,Decorative LED Neon Sign,"Bright, vibrant sign to add flair to any space.",Home,45.99
a522980e-abff-4c84-a11c-e8d22516d6b1,Coconut Curry Lentil Soup,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",Food - Canned Goods,3.99
4deb3a09-7aaf-4c7d-87ae-a9502bae0b07,Car Phone Mount,Adjustable phone mount for car dashboard.,Automotive,15.99
c7225a9c-efb0-49b0-b204-bc36954d1678,Wire Shelving Unit,Adjustable shelving unit for home or garage storage.,Home,69.99
4bbde1e6-e14b-4250-ace9-1147c839430c,Mango Salsa,Fresh mango salsa with a hint of lime for a zesty topping.,Food - Condiments,3.49
2e183a88-7f3f-4ffa-931e-0883ba8ae3f1,Buffalo Chicken Dip,"Spicy and creamy dip made with shredded chicken, perfect for parties.",Food - Dips,5.99
1f5d8b31-4ad4-4b65-99b4-d97789a51792,Decorative LED Neon Sign,"Bright, vibrant sign to add flair to any space.",Home,45.99
94342e15-b2a6-43dc-8cf3-518fb25d68f4,Folding Pocket Knife,Compact knife with safety lock for everyday use.,Tools,24.99
39b8f578-d801-4d03-b66b-1517085a726a,Portable Pet Pooper Scooper,Compact scooper for easy waste clean-up during walks.,Pets,12.99
e9fcf9aa-c95c-4016-9260-e75aa087e56b,Portable Massage Table,Folding massage table for professional or home use.,Health,199.99
7dd03ebd-dd74-411a-a9b5-76ad99d606d3,Maple Bacon Jerky,Savory bacon jerky coated with maple flavoring.,Food - Meat,6.99
90d0cbf0-3e94-471e-b3f6-bcdadab7a087,Lightweight Backpacking Tent,Easy-to-set up tent designed for campers and hikers.,Outdoor,129.99
08d6948b-2666-482e-aac7-8f281d83bb23,Compact Portable Grill,Easy-to-use portable grill for barbecues.,Outdoor,79.99
dc4209c4-5ad9-4a93-9e7a-248478588605,Hummus,"Creamy chickpea dip, perfect for veggies or pita.",Food - Snacks,4.29
3d77814d-cdea-4631-987b-d12ad2c32ebf,Chili Con Carne Mix,A spice blend for making flavorful chili con carne.,Food - Spices & Seasonings,2.99
26cd3e73-da89-4974-b35b-9ea8da1d90e7,Savory Oatmeal Cups,"Savory oatmeal ready to eat, great for breakfast or a snack.",Food - Breakfast,1.99
e898cb59-b475-40d7-bbf5-e92ac5204d6b,Kettle BBQ Grill,Charcoal kettle grill perfect for backyard barbecues.,Outdoor,99.99
83adcbaf-6355-44fd-82b4-aa5a278bed36,Dried Mango Slices,"Sweet and chewy dried mango slices, perfect for snacking.",Food - Snacks,3.49
0177ffaf-1550-4d5f-bffe-555d860357bc,Cotton Tote Bag Set,Reusable tote bags for shopping and eco-friendly living.,Accessories,29.99
5731c531-70ff-4d0f-8ad8-e891fcd6a293,Soft Plush Throw Blanket,Cozy throw blanket perfect for chilly evenings.,Home,29.99
e6854933-cd71-4449-a04f-1096c5733e2d,Coconut Rice,Fluffy rice cooked with coconut milk for a tropical twist.,Food - Frozen,2.29
cc9f929c-f69f-4ca5-8974-5817b8c5dc5f,Portable Folding Picnic Table,Easy-to-set-up picnic table for outdoor dining.,Outdoor,69.99
c7365799-25a3-468b-9b6c-9bbde0fb953a,Blue Corn Tortilla Chips,"Crunchy chips made from blue corn, perfect for dipping.",Food - Snacks,3.49
